Дьячков Парамон Даниилович,1961-02-19,Миронова Оксана Игоревна,1960-07-17,1986-07-14,2
Иванов Велимир Архипович,1966-08-22,Якушева Галина Антоновна,1965-10-15,1986-07-18,4
Зыков Тихон Игнатьевич,1963-07-22,Дорофеева Юлия Тарасовна,1966-09-14,1986-07-22,6
Титов Назар Федосьевич,1968-12-24,Назарова Валерия Вячеславовна,1964-05-12,1986-08-06,3
Матвеев Лукьян Феликсович,1966-06-21,Крылова Лидия Юльевна,1961-06-22,1986-08-23,6
Харитонов Евлампий Викторович,1967-08-08,Исаева Таисия Мироновна,1962-09-28,1986-09-06,2
Орехов Аггей Владленович,1967-07-18,Харитонова Юлия Дмитриевна,1964-10-09,1986-10-12,7
Фомин Каллистрат Бенедиктович,1968-01-10,Тихонова Алина Мироновна,1964-08-11,1986-12-10,8
Носов Эдуард Адамович,1968-05-25,Ефремова Глафира Николаевна,1961-08-27,1986-12-11,3
Никонов Виссарион Жоресович,1966-09-25,Кондратьева Варвара Валериевна,1962-03-05,1987-01-04,4
Сергеев Борислав Юльевич,1966-11-13,Боброва Олимпиада Афанасьевна,1968-10-15,1987-01-06,3
Силин Викторин Адрианович,1961-03-20,Симонова Элеонора Леоновна,1967-04-20,1987-01-07,3
Рогов Семен Антонович,1964-09-10,Казакова Евфросиния Олеговна,1961-09-28,1987-02-20,8
Данилов Влас Дмитриевич,1968-09-11,Григорьева Валентина Борисовна,1964-02-27,1987-03-06,2
Денисов Измаил Демьянович,1969-12-07,Беляева Варвара Анатольевна,1966-04-26,1987-03-11,6
Прохоров Куприян Иосифович,1963-08-21,Горшкова Наталья Рудольфовна,1960-12-01,1987-04-25,5
Архипов Вадим Адамович,1965-02-03,Шарова Нонна Богдановна,1963-04-26,1987-08-23,3
Афанасьев Аникита Игнатьевич,1967-01-12,Горшкова Галина Николаевна,1962-02-05,1987-08-27,9
Рыбаков Ярополк Тихонович,1968-08-15,Лихачева Светлана Эльдаровна,1965-12-19,1987-09-06,2
Шаров Николай Ярославович,1967-08-25,Филиппова Анастасия Тарасовна,1966-02-15,1987-10-21,5
Муравьев Георгий Георгиевич,1964-01-12,Носкова Виктория Яковлевна,1969-07-22,1987-11-01,2
Третьяков Исай Демидович,1960-06-18,Чернова Евдокия Наумовна,1968-03-01,1987-11-06,9
Чернов Автоном Давыдович,1963-04-01,Герасимова Татьяна Игоревна,1968-10-27,1987-12-26,2
Владимиров Силантий Ермилович,1965-03-23,Николаева Полина Михайловна,1964-11-28,1988-01-12,2
Павлов Константин Анатольевич,1967-02-05,Журавлева Юлия Робертовна,1970-10-23,1988-01-25,10
Калинин Максимильян Димитриевич,1964-05-21,Елисеева Милица Даниловна,1970-07-13,1988-02-08,7
Туров Никандр Гавриилович,1969-02-22,Тарасова Василиса Максимовна,1970-06-19,1988-02-24,9
Виноградов Никодим Тихонович,1966-11-09,Евдокимова Олимпиада Олеговна,1961-03-13,1988-03-11,8
Романов Рубен Фёдорович,1967-05-09,Соболева Вероника Львовна,1970-03-01,1988-03-11,9
Мартынов Платон Васильевич,1969-02-15,Давыдова Эмилия Семеновна,1964-10-14,1988-04-03,5
Лукин Илья Ануфриевич,1965-12-13,Сергеева Алина Никифоровна,1967-02-26,1988-04-19,1
Киселев Мирон Фокич,1968-08-17,Пахомова Агафья Геннадьевна,1962-03-03,1988-05-07,5
Константинов Панкратий Эдгарович,1964-03-18,Зиновьева Ксения Георгиевна,1963-03-23,1988-05-20,10
Александров Мстислав Феодосьевич,1966-04-12,Дроздова Агафья Ждановна,1965-12-20,1988-07-16,6
Соболев Ипат Чеславович,1963-07-10,Белозерова Евдокия Дмитриевна,1960-05-28,1988-08-01,8
Моисеев Федосий Аверьянович,1961-02-14,Дмитриева Варвара Григорьевна,1967-01-05,1988-08-02,1
Иванов Вячеслав Адрианович,1966-07-08,Андреева Евдокия Геннадиевна,1964-06-19,1988-08-08,8
Панфилов Матвей Захарьевич,1970-06-27,Комиссарова Алла Павловна,1961-05-04,1988-10-03,9
Мельников Мартьян Антонович,1966-02-10,Стрелкова Лариса Антоновна,1967-09-18,1988-10-28,6
Лазарев Бажен Брониславович,1970-12-21,Сысоева Лукия Валентиновна,1970-07-20,1989-01-02,4
Быков Венедикт Ефимович,1965-06-17,Соловьева Лора Ниловна,1965-12-13,1989-01-24,8
Быков Селиверст Авдеевич,1968-02-04,Морозова Прасковья Станиславовна,1962-07-15,1989-02-08,3
Ершов Эммануил Юльевич,1967-02-05,Федосеева Валентина Мироновна,1967-04-26,1989-02-22,4
Корнилов Милован Ильич,1971-05-15,Шестакова София Мироновна,1970-11-14,1989-03-11,5
Григорьев Аникей Филимонович,1970-09-05,Пономарева Екатерина Святославовна,1964-01-26,1989-04-11,7
Козлов Мартьян Валерианович,1962-04-08,Кудрявцева Ангелина Вениаминовна,1964-10-25,1989-04-15,2
Голубев Игнатий Аксёнович,1964-02-11,Кулакова Олимпиада Яковлевна,1965-06-07,1989-04-16,6
Беспалов Святополк Харлампович,1961-11-09,Александрова Жанна Юльевна,1961-01-15,1989-04-18,5
Петухов Осип Викентьевич,1970-06-19,Тарасова Элеонора Рубеновна,1969-07-04,1989-04-22,1
Быков Феоктист Елизарович,1965-11-24,Воробьева Регина Валериевна,1960-09-24,1989-04-22,6
Тимофеев Никандр Елизарович,1970-04-09,Маслова Екатерина Викторовна,1965-12-12,1989-04-25,6
Поляков Панкратий Гавриилович,1969-04-18,Пахомова Наталья Васильевна,1970-10-21,1989-05-03,2
Беляков Тит Тарасович,1967-04-27,Стрелкова Анна Тимуровна,1969-03-01,1989-05-23,6
Дроздов Ферапонт Ефимович,1970-07-07,Гуляева Ирина Максимовна,1961-11-10,1989-05-23,9
Кузьмин Родион Зиновьевич,1966-10-12,Боброва Екатерина Георгиевна,1963-07-12,1989-05-25,9
Исаков Всеслав Анисимович,1964-01-09,Лазарева Наталья Вадимовна,1960-10-17,1989-06-01,3
Мясников Архип Иосипович,1969-02-18,Лазарева Алевтина Рудольфовна,1967-07-25,1989-06-12,7
Королев Александр Александрович,1966-07-16,Никонова Жанна Матвеевна,1965-05-23,1989-06-20,7
Соболев Остап Измаилович,1968-12-07,Кулакова Евфросиния Львовна,1961-02-25,1989-07-09,3
Соколов Ростислав Аксёнович,1966-03-15,Симонова Марина Аркадьевна,1969-12-15,1989-07-09,7
Архипов Петр Иларионович,1971-11-08,Воробьева Акулина Владиславовна,1962-10-28,1989-07-09,10
Герасимов Любосмысл Ануфриевич,1966-08-21,Григорьева Пелагея Руслановна,1967-02-17,1989-08-26,1
Исаев Спартак Димитриевич,1965-08-15,Ермакова Оксана Натановна,1962-05-25,1989-09-15,2
Гущин Христофор Давыдович,1963-08-15,Самсонова Нонна Степановна,1968-04-25,1989-11-06,4
Андреев Викторин Евсеевич,1963-12-17,Владимирова Алевтина Ивановна,1966-12-06,1989-11-11,2
Фролов Лаврентий Алексеевич,1962-08-19,Громова Любовь Матвеевна,1968-03-08,1989-12-11,10
Федоров Ладислав Артемьевич,1962-07-22,Зыкова Жанна Вячеславовна,1970-01-04,1989-12-12,5
Лобанов Фадей Якубович,1960-02-04,Васильева София Станиславовна,1971-05-04,1989-12-15,2
Антонов Ферапонт Тихонович,1961-01-10,Кононова Анна Романовна,1962-08-25,1990-01-03,4
Зуев Кир Чеславович,1968-04-09,Овчинникова Галина Болеславовна,1971-06-02,1990-01-04,9
Кошелев Казимир Ефимович,1966-02-25,Дмитриева Дарья Романовна,1962-10-14,1990-01-11,10
Антонов Семен Давидович,1970-02-11,Блинова Анжелика Юрьевна,1962-07-16,1990-02-24,2
Буров Гурий Ермолаевич,1963-10-08,Князева Ирина Андреевна,1960-01-07,1990-03-02,10
Лапин Нестор Ануфриевич,1963-12-14,Рябова Фаина Александровна,1966-10-08,1990-04-07,2
Пестов Пимен Юльевич,1965-10-05,Боброва Нина Мироновна,1967-09-10,1990-04-09,2
Копылов Панфил Васильевич,1967-03-05,Воронцова Евдокия Ефимовна,1971-10-18,1990-04-10,4
Бобылев Аристарх Борисович,1965-04-15,Алексеева Алла Егоровна,1961-05-04,1990-05-01,1
Журавлев Анатолий Владленович,1972-02-21,Королева Лора Семеновна,1961-01-01,1990-05-06,1
Крылов Фотий Тарасович,1967-03-08,Потапова Анастасия Павловна,1968-06-20,1990-05-12,9
Бирюков Максим Геннадиевич,1972-11-14,Белякова Екатерина Максимовна,1970-09-01,1990-06-07,7
Ершов Лонгин Харлампьевич,1963-01-01,Назарова Валентина Никифоровна,1961-04-26,1990-07-04,6
Крюков Ростислав Жанович,1968-08-14,Орлова Галина Ниловна,1971-03-06,1990-07-05,1
Агафонов Якуб Виленович,1965-04-02,Зиновьева Октябрина Анатольевна,1971-08-22,1990-07-06,1
Сысоев Станислав Жанович,1965-08-28,Матвеева Олимпиада Феликсовна,1964-10-19,1990-07-16,7
Молчанов Яков Валерианович,1965-11-28,Воронова Евпраксия Федоровна,1971-11-05,1990-07-23,10
Баранов Аркадий Витальевич,1962-08-14,Муравьева Клавдия Даниловна,1966-01-24,1990-08-17,10
Субботин Порфирий Фокич,1964-04-16,Маркова Алла Кузьминична,1968-06-05,1990-08-19,10
Лихачев Прокл Витальевич,1962-07-03,Яковлева Октябрина Руслановна,1970-11-25,1990-08-21,8
Орлов Лука Фадеевич,1969-11-27,Сидорова Татьяна Харитоновна,1961-08-09,1990-08-27,9
Фролов Ерофей Евсеевич,1968-05-02,Зиновьева Александра Георгиевна,1968-10-19,1990-10-01,2
Прохоров Никита Викторович,1970-06-04,Дьячкова Алевтина Максимовна,1965-11-01,1990-10-12,9
Соколов Климент Давыдович,1968-03-24,Устинова Екатерина Владимировна,1971-01-26,1990-10-13,9
Копылов Парфен Иосипович,1972-04-06,Селиверстова Валентина Леоновна,1970-08-14,1990-10-16,8
Елисеев Герасим Измаилович,1960-12-11,Шашкова Вероника Георгиевна,1962-02-23,1990-10-18,1
Федоров Елизар Елизарович,1961-09-08,Шилова Лидия Феликсовна,1968-03-17,1990-10-19,2
Гурьев Олимпий Ермолаевич,1960-10-07,Миронова Олимпиада Геннадьевна,1963-01-16,1990-11-03,8
Авдеев Аполлинарий Тимурович,1971-07-24,Силина Эмилия Артемовна,1967-09-16,1990-12-02,9
Сергеев Всемил Даниилович,1965-01-15,Баранова Ия Кирилловна,1968-06-18,1990-12-05,9
Комаров Павел Вилорович,1961-12-08,Харитонова Прасковья Антоновна,1969-02-15,1990-12-09,8
Комаров Эрнст Григорьевич,1960-08-28,Гусева Ангелина Аркадьевна,1960-12-05,1991-01-02,3
Одинцов Соломон Ярославович,1972-01-27,Бирюкова Людмила Алексеевна,1972-04-13,1991-01-12,10
Кудряшов Вячеслав Федосьевич,1972-09-13,Дьячкова Анжела Робертовна,1967-03-11,1991-01-17,6
Кузнецов Доброслав Григорьевич,1973-09-15,Лихачева Фаина Рубеновна,1962-02-12,1991-01-27,9
Силин Юлий Ефимович,1960-01-04,Лукина Алина Харитоновна,1972-05-12,1991-02-12,7
Гурьев Максимильян Гертрудович,1961-07-02,Родионова Ольга Мироновна,1966-10-25,1991-02-27,4
Пономарев Виктор Вилорович,1968-04-12,Кононова Жанна Викторовна,1960-09-23,1991-03-20,6
Юдин Исай Бориславович,1966-07-26,Лобанова Ульяна Романовна,1962-06-03,1991-04-07,8
Чернов Валентин Васильевич,1969-02-18,Морозова Людмила Андреевна,1973-08-24,1991-04-27,7
Чернов Филарет Еремеевич,1971-01-03,Носкова Тамара Васильевна,1968-05-09,1991-06-04,6
Тихонов Твердислав Измаилович,1971-08-06,Анисимова Нонна Кузьминична,1964-07-14,1991-07-02,10
Сысоев Лаврентий Жоресович,1961-03-21,Орлова Агафья Петровна,1970-07-05,1991-07-06,4
Соколов Селиверст Якубович,1964-04-07,Владимирова Татьяна Ивановна,1964-11-12,1991-07-13,5
Карпов Иларион Ильич,1968-12-02,Орехова Анна Геннадиевна,1964-03-08,1991-07-19,1
Борисов Евграф Гаврилович,1967-02-02,Максимова Агата Вячеславовна,1960-11-03,1991-07-21,1
Большаков Эмиль Игоревич,1970-09-22,Калашникова Глафира Викторовна,1973-05-03,1991-08-19,8
Носов Пахом Борисович,1966-03-26,Кулагина Алевтина Павловна,1972-02-21,1991-09-02,10
Мясников Якуб Вилорович,1967-07-14,Самойлова Жанна Алексеевна,1973-08-04,1991-09-25,9
Яковлев Филимон Германович,1971-09-17,Муравьева Иванна Ниловна,1972-08-09,1991-09-25,9
Вишняков Глеб Жоресович,1961-11-12,Логинова Иванна Юрьевна,1961-10-17,1991-10-19,10
Абрамов Симон Глебович,1971-08-26,Мамонтова Ирина Болеславовна,1967-07-23,1991-10-28,1
Белов Соломон Зиновьевич,1970-03-23,Антонова Ольга Олеговна,1966-09-16,1991-11-19,10
Блохин Селиван Якубович,1972-01-14,Копылова Раиса Романовна,1961-09-22,1991-11-26,5
Некрасов Никон Владиленович,1965-07-21,Трофимова Вера Петровна,1970-05-05,1991-12-02,10
Кириллов Корнил Артурович,1962-03-02,Прохорова Марина Ефимовна,1963-01-23,1991-12-20,7
Уваров Чеслав Гурьевич,1966-11-12,Сазонова Глафира Васильевна,1967-08-13,1991-12-24,6
Орлов Эрнст Харлампович,1960-02-20,Некрасова Лукия Александровна,1968-11-21,1992-01-02,8
Лаврентьев Аникита Тарасович,1971-01-02,Шашкова Ираида Артемовна,1973-10-15,1992-01-07,10
Аксенов Радован Аверьянович,1967-07-07,Копылова Фёкла Кузьминична,1966-11-02,1992-01-12,7
Артемьев Кузьма Витальевич,1968-07-19,Кузьмина Евпраксия Павловна,1962-08-07,1992-01-15,7
Ковалев Митофан Трофимович,1972-02-03,Григорьева Ия Аскольдовна,1962-01-15,1992-01-19,8
Горбунов Софон Трифонович,1971-02-19,Моисеева Раиса Юльевна,1966-07-28,1992-01-27,1
Горбунов Евстафий Бенедиктович,1966-10-17,Воронова Кира Болеславовна,1962-12-04,1992-01-27,4
Гришин Юрий Ермолаевич,1966-12-24,Блохина Юлия Борисовна,1963-01-02,1992-02-01,7
Носов Харитон Ермилович,1964-09-17,Федотова Алина Павловна,1974-08-24,1992-02-11,5
Рябов Василий Феликсович,1972-08-10,Орлова Ия Игоревна,1971-01-02,1992-02-19,5
Кулагин Мир Елизарович,1966-07-08,Гуляева Ксения Максимовна,1963-03-21,1992-02-26,10
Гусев Савва Богданович,1969-09-13,Давыдова Виктория Леоновна,1966-12-11,1992-03-02,2
Сысоев Изот Бориславович,1974-08-02,Миронова Анна Борисовна,1960-03-26,1992-03-04,6
Шаров Исай Валерьянович,1970-11-07,Орехова Анастасия Кирилловна,1964-03-19,1992-03-06,1
Белоусов Будимир Ерофеевич,1970-09-16,Гаврилова Алевтина Ниловна,1967-01-02,1992-03-12,8
Евсеев Илья Антонович,1961-02-19,Шашкова Олимпиада Ильинична,1973-04-07,1992-03-13,5
Гаврилов Юрий Давыдович,1968-07-05,Соколова Анжелика Владимировна,1963-03-23,1992-03-22,4
Денисов Фока Ефимьевич,1969-09-25,Моисеева Таисия Ивановна,1970-04-24,1992-04-05,9
Шаров Карп Валерьевич,1973-03-20,Егорова Виктория Антоновна,1964-02-10,1992-04-20,1
Журавлев Венедикт Ааронович,1973-10-22,Кулакова Вера Макаровна,1968-09-21,1992-05-03,10
Кулаков Мирослав Артемьевич,1960-04-04,Котова Тамара Мироновна,1974-08-04,1992-05-08,8
Трофимов Леон Герасимович,1961-02-03,Панфилова Лора Георгиевна,1971-02-05,1992-05-09,7
Гуляев Эмиль Эдгарович,1960-08-04,Селезнева Синклитикия Оскаровна,1974-07-28,1992-05-15,4
Юдин Август Глебович,1962-05-18,Кулакова Надежда Натановна,1967-11-15,1992-05-19,3
Комиссаров Эрнест Валерьянович,1973-05-11,Русакова Лукия Артемовна,1971-01-07,1992-06-03,5
Яковлев Тит Анатольевич,1961-08-20,Ефимова Людмила Робертовна,1967-08-24,1992-06-17,4
Осипов Степан Арсеньевич,1974-12-05,Шарапова Раиса Захаровна,1968-01-06,1992-06-23,6
Рыбаков Сидор Фокич,1970-06-06,Миронова Пелагея Геннадьевна,1967-07-12,1992-06-23,7
Тетерин Евгений Ефимьевич,1966-05-26,Крылова Ольга Львовна,1967-05-08,1992-06-23,9
Титов Лука Терентьевич,1974-02-08,Григорьева Евфросиния Альбертовна,1973-03-15,1992-06-26,10
Гусев Фома Ермолаевич,1971-08-25,Королева Светлана Аскольдовна,1967-10-07,1992-07-21,10
Дьячков Емельян Давидович,1961-06-24,Лыткина Пелагея Болеславовна,1960-09-10,1992-08-03,4
Вишняков Терентий Игоревич,1966-02-19,Мухина Феврония Макаровна,1974-10-18,1992-08-20,6
Устинов Елизар Харламович,1967-03-21,Яковлева Ульяна Вадимовна,1968-04-25,1992-08-25,7
Миронов Вышеслав Вячеславович,1965-02-28,Евдокимова Кира Геннадьевна,1970-12-10,1992-09-01,8
Воробьев Ипполит Данилович,1965-06-21,Белозерова Екатерина Матвеевна,1961-06-26,1992-09-13,10
Копылов Ратмир Бенедиктович,1962-09-09,Евдокимова Нина Семеновна,1968-06-17,1992-09-14,9
Смирнов Леон Евсеевич,1973-08-10,Самсонова Антонина Эльдаровна,1969-07-11,1992-09-26,3
Гуляев Фрол Геннадиевич,1968-04-19,Елисеева Октябрина Святославовна,1968-02-13,1992-09-27,6
Силин Ананий Герасимович,1966-05-28,Александрова Милица Кирилловна,1963-10-09,1992-10-04,1
Цветков Ростислав Арсеньевич,1972-02-21,Ермакова Елена Максимовна,1960-05-26,1992-10-07,3
Яковлев Януарий Федосеевич,1965-04-04,Маслова Иванна Яковлевна,1962-03-02,1992-10-18,4
Шаров Софрон Игнатьевич,1970-03-05,Морозова Антонина Натановна,1969-09-17,1992-11-14,4
Жданов Зиновий Устинович,1972-01-08,Маркова Марина Алексеевна,1970-05-15,1992-11-23,9
Терентьев Прокофий Абрамович,1960-04-03,Назарова Дарья Семеновна,1962-08-03,1992-12-01,2
Суворов Устин Ильич,1966-12-25,Кузнецова Ксения Вячеславовна,1964-02-18,1992-12-07,10
Поляков Стоян Гаврилович,1971-02-25,Орлова Регина Дмитриевна,1965-10-25,1992-12-08,9
Орлов Савелий Харламович,1968-03-06,Дьячкова Наталья Алексеевна,1964-06-01,1992-12-14,6
Горшков Мирослав Зиновьевич,1969-02-10,Соболева Татьяна Кузьминична,1970-01-15,1992-12-16,6
Кошелев Тихон Эдгарович,1962-02-06,Кузьмина Валерия Владимировна,1972-10-17,1992-12-18,1
Хохлов Юлиан Димитриевич,1966-02-25,Пестова Марина Вячеславовна,1965-02-09,1993-01-02,7
Кошелев Сидор Теймуразович,1973-09-20,Соболева Ольга Афанасьевна,1975-02-24,1993-01-13,5
Кудрявцев Прокл Федосьевич,1973-07-08,Андреева Фёкла Робертовна,1966-09-06,1993-01-14,9
Волков Ярополк Фёдорович,1970-08-02,Щукина Наина Рудольфовна,1965-12-09,1993-01-23,1
Лукин Савватий Гавриилович,1965-11-15,Фадеева Евгения Ивановна,1969-10-15,1993-02-03,3
Лебедев Станислав Гаврилович,1967-10-26,Козлова Алевтина Владиславовна,1970-01-08,1993-02-07,9
Гаврилов Севастьян Афанасьевич,1968-12-05,Вишнякова Пелагея Геннадьевна,1961-07-19,1993-02-10,5
Лазарев Фортунат Игнатович,1969-02-05,Виноградова Акулина Владиславовна,1972-09-26,1993-02-10,8
Нестеров Никанор Юлианович,1968-08-10,Пахомова Ирина Вячеславовна,1974-07-26,1993-02-15,8
Никифоров Любомир Ильясович,1968-09-27,Лихачева Светлана Евгеньевна,1974-03-10,1993-03-12,6
Белов Влас Харитонович,1964-09-28,Григорьева Евфросиния Кузьминична,1975-11-17,1993-03-23,1
Калинин Феофан Гордеевич,1962-07-26,Артемьева Вера Харитоновна,1961-04-17,1993-03-23,5
Крылов Давыд Филатович,1973-01-17,Рябова Агата Владиславовна,1963-04-07,1993-03-23,10
Евсеев Карл Андреевич,1966-12-23,Морозова Валентина Аркадьевна,1975-11-09,1993-04-02,4
Селиверстов Осип Арсеньевич,1967-04-19,Филатова Октябрина Николаевна,1967-04-24,1993-04-05,5
Доронин Степан Тарасович,1971-02-11,Волкова Элеонора Алексеевна,1964-05-12,1993-04-07,2
Лобанов Остромир Юлианович,1969-01-17,Власова София Робертовна,1962-09-26,1993-04-08,3
Ковалев Будимир Зиновьевич,1961-04-27,Константинова Евпраксия Артемовна,1974-10-13,1993-04-09,6
Емельянов Рюрик Давидович,1963-03-07,Крюкова Татьяна Тарасовна,1961-12-12,1993-04-10,1
Дмитриев Фока Гурьевич,1966-04-07,Лазарева Юлия Ильинична,1974-01-23,1993-04-15,1
Беспалов Ефрем Игоревич,1973-07-16,Некрасова Елена Эльдаровна,1966-07-02,1993-04-17,4
Блохин Светозар Владиленович,1967-10-12,Дьячкова Мария Робертовна,1962-03-13,1993-04-22,7
Денисов Всеслав Захарьевич,1962-09-02,Калашникова Валентина Леонидовна,1972-12-15,1993-04-28,1
Беляков Олег Харитонович,1967-04-24,Зайцева Анастасия Никифоровна,1974-02-22,1993-05-06,8
Панов Макар Владиленович,1970-05-13,Белякова Тамара Филипповна,1973-02-13,1993-05-07,5
Галкин Ратибор Дмитриевич,1964-01-24,Казакова Мария Филипповна,1970-03-23,1993-05-08,2
Григорьев Олег Ермолаевич,1963-09-05,Калашникова Любовь Вадимовна,1966-11-04,1993-05-13,7
Васильев Анисим Гертрудович,1972-12-21,Романова Полина Степановна,1971-06-19,1993-05-16,7
Макаров Архип Еремеевич,1968-04-02,Боброва Василиса Андреевна,1969-02-06,1993-05-16,9
Гаврилов Никанор Геннадиевич,1960-03-23,Бобылева Татьяна Геннадиевна,1973-04-26,1993-05-22,9
Крылов Лонгин Феодосьевич,1970-02-15,Лобанова Лукия Семеновна,1975-03-27,1993-05-27,5
Кириллов Рубен Юлианович,1971-07-10,Горшкова Зоя Дмитриевна,1961-07-22,1993-06-06,2
Щербаков Тит Ярославович,1973-01-17,Исакова Клавдия Олеговна,1967-06-12,1993-06-06,6
Кабанов Любомир Анисимович,1975-01-24,Абрамова Таисия Георгиевна,1973-12-26,1993-06-14,9
Фадеев Вадим Дорофеевич,1973-11-11,Устинова Виктория Кирилловна,1968-10-07,1993-07-03,1
Рогов Эмиль Дмитриевич,1975-06-01,Суханова Прасковья Матвеевна,1972-10-07,1993-07-06,3
Новиков Андрей Глебович,1974-08-02,Костина Нонна Валентиновна,1962-09-11,1993-07-11,6
Ильин Никита Адрианович,1968-09-12,Котова Прасковья Тарасовна,1970-04-12,1993-07-19,2
Кулаков Творимир Филимонович,1975-05-19,Дементьева Алина Владимировна,1963-05-02,1993-07-25,10
Воронцов Будимир Федотович,1975-07-08,Горбачева Ангелина Геннадьевна,1961-01-07,1993-07-27,1
Богданов Амвросий Терентьевич,1964-12-19,Никонова Ангелина Юрьевна,1960-09-21,1993-07-28,8
Зыков Аскольд Эдгардович,1964-04-04,Панова Маргарита Макаровна,1962-07-14,1993-08-02,5
Ларионов Варфоломей Гордеевич,1966-08-25,Рожкова Агата Вячеславовна,1966-07-25,1993-09-18,9
Воронов Гостомысл Антонович,1964-07-04,Колобова Мария Викторовна,1967-04-10,1993-10-03,6
Матвеев Прохор Владиславович,1964-02-17,Костина Зинаида Эдуардовна,1965-05-14,1993-10-08,9
Захаров Кирилл Евсеевич,1975-12-14,Мишина Кира Владимировна,1962-10-23,1993-10-23,1
Ширяев Фома Архипович,1968-11-19,Корнилова Надежда Семеновна,1972-06-04,1993-10-28,7
Савин Чеслав Харитонович,1972-11-08,Осипова Олимпиада Рудольфовна,1970-01-19,1993-11-01,2
Рыбаков Эдуард Гурьевич,1962-12-24,Цветкова Нинель Рудольфовна,1966-10-16,1993-11-07,1
Кулагин Андрон Трифонович,1970-03-03,Блинова Фаина Борисовна,1960-10-14,1993-11-19,2
Дементьев Лев Димитриевич,1963-08-12,Евсеева Лариса Викторовна,1975-06-01,1993-11-23,10
Селезнев Тихон Чеславович,1975-11-23,Савина Ольга Харитоновна,1967-11-07,1993-12-06,10
